MSE,MAE,RMSE,NMSE,sMAPE,Directional Accuracy,Trend Macro-F1,model_val_MSE,method,backbone,seed,run_id,runtime_sec,n_test_windows,prediction_path,Dataset,Horizon,Method,Structured event,Causal graph,Inverse event,Lag-aware verifier,APO,Backbone,TaTS LM status,official_pretrained_tats_status,split_hash
0.11687919812005128,0.24952824297361076,0.3418759981631517,0.15356537787113977,0.24740992320764946,0.5208333333333334,0.3207752357745589,0.0437243269789066,M0_Numerical-only,PatchTST,2024,Energy_M0_Numerical-only_PatchTST_H3_S2024_754ba2fd,0.07750463485717773,96,C:\Users\Administrator\Desktop\TS\cen-ts-verifiable-event-causal-narratives\results\v5\runs\Energy_M0_Numerical-only_PatchTST_H3_S2024_754ba2fd\predictions.npz,Energy,3,M0_Numerical-only,False,False,False,False,False,PatchTST,random_init_input_embedding_only_pretrained_weights_timeout,failed_timeout_weights_download,432fc5f4b01772f4
0.07743024213985505,0.20150973552113605,0.27826290112024465,0.10173413733252497,0.22256006382471144,0.4791666666666667,0.2983498349834984,0.037552287116046267,M0_Numerical-only,PatchTST,2025,Energy_M0_Numerical-only_PatchTST_H3_S2025_215a0a3b,0.06685328483581543,96,C:\Users\Administrator\Desktop\TS\cen-ts-verifiable-event-causal-narratives\results\v5\runs\Energy_M0_Numerical-only_PatchTST_H3_S2025_215a0a3b\predictions.npz,Energy,3,M0_Numerical-only,False,False,False,False,False,PatchTST,random_init_input_embedding_only_pretrained_weights_timeout,failed_timeout_weights_download,432fc5f4b01772f4
0.1633175076684802,0.3007233801246103,0.40412560877588566,0.21457979847125874,0.274859427786383,0.4895833333333333,0.3206201550387597,0.09749051474882854,M0_Numerical-only,PatchTST,2026,Energy_M0_Numerical-only_PatchTST_H3_S2026_e4487c68,0.07051301002502441,96,C:\Users\Administrator\Desktop\TS\cen-ts-verifiable-event-causal-narratives\results\v5\runs\Energy_M0_Numerical-only_PatchTST_H3_S2026_e4487c68\predictions.npz,Energy,3,M0_Numerical-only,False,False,False,False,False,PatchTST,random_init_input_embedding_only_pretrained_weights_timeout,failed_timeout_weights_download,432fc5f4b01772f4
0.11421765234483838,0.24589198178404736,0.3379610219312848,0.15006842298724254,0.2409220918096183,0.4895833333333333,0.2973137973137973,0.04439032835592843,M1_TaTS-Raw-Text,PatchTST,2024,Energy_M1_TaTS-Raw-Text_PatchTST_H3_S2024_88e66259,0.10851430892944336,96,C:\Users\Administrator\Desktop\TS\cen-ts-verifiable-event-causal-narratives\results\v5\runs\Energy_M1_TaTS-Raw-Text_PatchTST_H3_S2024_88e66259\predictions.npz,Energy,3,M1_TaTS-Raw-Text,False,False,False,False,False,PatchTST,random_init_input_embedding_only_pretrained_weights_timeout,failed_timeout_weights_download,432fc5f4b01772f4
0.0777893372175221,0.20089242889338899,0.27890739900103423,0.10220594559422236,0.2120102071108439,0.5,0.31458548331613345,0.040779007413405795,M1_TaTS-Raw-Text,PatchTST,2025,Energy_M1_TaTS-Raw-Text_PatchTST_H3_S2025_63051732,0.11617302894592285,96,C:\Users\Administrator\Desktop\TS\cen-ts-verifiable-event-causal-narratives\results\v5\runs\Energy_M1_TaTS-Raw-Text_PatchTST_H3_S2025_63051732\predictions.npz,Energy,3,M1_TaTS-Raw-Text,False,False,False,False,False,PatchTST,random_init_input_embedding_only_pretrained_weights_timeout,failed_timeout_weights_download,432fc5f4b01772f4
0.16307950304280683,0.3018782740821027,0.40383103278822796,0.21426708867460983,0.2834620008119557,0.4895833333333333,0.30476190476190473,0.08280119420302653,M1_TaTS-Raw-Text,PatchTST,2026,Energy_M1_TaTS-Raw-Text_PatchTST_H3_S2026_db9e0d6b,0.1172018051147461,96,C:\Users\Administrator\Desktop\TS\cen-ts-verifiable-event-causal-narratives\results\v5\runs\Energy_M1_TaTS-Raw-Text_PatchTST_H3_S2026_db9e0d6b\predictions.npz,Energy,3,M1_TaTS-Raw-Text,False,False,False,False,False,PatchTST,random_init_input_embedding_only_pretrained_weights_timeout,failed_timeout_weights_download,432fc5f4b01772f4
0.11421765234483838,0.24589198178404736,0.3379610219312848,0.15006842298724254,0.2409220918096183,0.4895833333333333,0.2973137973137973,0.04439032835592843,M2_Event-TaTS,PatchTST,2024,Energy_M2_Event-TaTS_PatchTST_H3_S2024_5cc6dba5,0.1465928554534912,96,C:\Users\Administrator\Desktop\TS\cen-ts-verifiable-event-causal-narratives\results\v5\runs\Energy_M2_Event-TaTS_PatchTST_H3_S2024_5cc6dba5\predictions.npz,Energy,3,M2_Event-TaTS,True,False,False,False,False,PatchTST,random_init_input_embedding_only_pretrained_weights_timeout,failed_timeout_weights_download,432fc5f4b01772f4
0.0777893372175221,0.20089242889338899,0.27890739900103423,0.10220594559422236,0.2120102071108439,0.5,0.31458548331613345,0.040779007413405795,M2_Event-TaTS,PatchTST,2025,Energy_M2_Event-TaTS_PatchTST_H3_S2025_85d2c0ee,0.11185455322265625,96,C:\Users\Administrator\Desktop\TS\cen-ts-verifiable-event-causal-narratives\results\v5\runs\Energy_M2_Event-TaTS_PatchTST_H3_S2025_85d2c0ee\predictions.npz,Energy,3,M2_Event-TaTS,True,False,False,False,False,PatchTST,random_init_input_embedding_only_pretrained_weights_timeout,failed_timeout_weights_download,432fc5f4b01772f4
0.16307950304280683,0.3018782740821027,0.40383103278822796,0.21426708867460983,0.2834620008119557,0.4895833333333333,0.30476190476190473,0.08280119420302653,M2_Event-TaTS,PatchTST,2026,Energy_M2_Event-TaTS_PatchTST_H3_S2026_92b34478,0.11850118637084961,96,C:\Users\Administrator\Desktop\TS\cen-ts-verifiable-event-causal-narratives\results\v5\runs\Energy_M2_Event-TaTS_PatchTST_H3_S2026_92b34478\predictions.npz,Energy,3,M2_Event-TaTS,True,False,False,False,False,PatchTST,random_init_input_embedding_only_pretrained_weights_timeout,failed_timeout_weights_download,432fc5f4b01772f4
0.11421765234483838,0.24589198178404736,0.3379610219312848,0.15006842298724254,0.2409220918096183,0.4895833333333333,0.2973137973137973,0.04439032835592843,M3_Causal-Event-TaTS,PatchTST,2024,Energy_M3_Causal-Event-TaTS_PatchTST_H3_S2024_f8829a97,0.12540245056152344,96,C:\Users\Administrator\Desktop\TS\cen-ts-verifiable-event-causal-narratives\results\v5\runs\Energy_M3_Causal-Event-TaTS_PatchTST_H3_S2024_f8829a97\predictions.npz,Energy,3,M3_Causal-Event-TaTS,True,True,False,False,False,PatchTST,random_init_input_embedding_only_pretrained_weights_timeout,failed_timeout_weights_download,432fc5f4b01772f4
